properties/bounds_imcoords,properties/image_id,properties/type_id,properties/type_name
"1840.5164335867803,2207.502291842209,1857.0285622051795,2179.7921105166115,1938.9740939914127,2228.6223633633326,1922.4619653730135,2256.3325446889303",817.png,4,maritime vessels
"1857.8297771279472,2250.248435210149,1886.0465728077663,2268.6978785380707,1839.5565088700673,2339.8003292709072,1811.3397131902482,2321.3508859429858",817.png,4,maritime vessels
"1876.0960189976015,2266.5477686439876,1905.0448676889127,2285.4758620178536,1860.7797373602605,2353.1754731131045,1831.8308886689492,2334.2473797392386",817.png,4,maritime vessels
"1818.2590524990921,2315.3107485800147,1848.1762066698088,2336.619893591077,1791.9249418640645,2415.5943320595206,1762.0077876933478,2394.2851870484583",817.png,4,maritime vessels
"1837.6412145808085,2333.372541477151,1863.4920274361289,2350.457656577274,1813.286256542507,2426.4220255629293,1787.4354436871868,2409.3369104628064",817.png,4,maritime vessels
"1786.859263832288,2397.3605351430106,1820.7192650448499,2418.8969699694026,1766.6211926731594,2503.9510102907825,1732.7611914605975,2482.4145754643905",817.png,4,maritime vessels
"1702.669426816309,2487.301332846957,1731.4353934716385,2501.848792786323,1675.5811562027695,2612.2942680467386,1646.81518954744,2597.7468081073725",817.png,4,maritime vessels
"1723.8281335028803,2499.29408632654,1751.4411855476433,2513.074035344779,1696.9960377348182,2622.174344652925,1669.3829856900552,2608.3943956346857",817.png,4,maritime vessels
"1698.858386164533,1724.505668610496,1718.7254865070795,1690.8617416114203,1894.7551404028727,1794.8091433908724,1874.8880400603261,1828.4530703899482",817.png,4,maritime vessels
"1745.970472233733,1709.4075244634134,1766.0594228012724,1675.933230542515,1907.053821666829,1760.5482941433563,1886.9648710992897,1794.0225880642547",817.png,4,maritime vessels
"1411.8974437388656,1612.3035759698387,1443.63015874867,1560.7941855790045,1758.5479491971114,1754.8014611455192,1726.815234187307,1806.3108515363533",817.png,1,container
"-0.7929209158291997,208.87161557564153,13.841907956908571,176.7995437916028,107.61093427740434,219.58735191962793,92.97610540466657,251.65942370366668",818.png,4,maritime vessels
"-12.589964442003577,230.9354150780025,4.462551434144103,198.70123777980046,90.70959259228522,244.32762448773724,73.65707671613754,276.5618017859393",818.png,4,maritime vessels
"88.58617190281863,249.0479663652968,103.67258399975475,216.25599748554512,209.9161470856846,265.1348611255653,194.8297349887485,297.926830005317",818.png,4,maritime vessels
"72.42697128057227,277.0244417279118,87.96274813282483,243.2557293403392,187.35646221631794,288.983222434983,171.82068536406538,322.7519348225556",818.png,4,maritime vessels
"61.14481309185855,307.4784965569359,77.00879375297833,273.5795451694013,179.63783667786203,321.6077314580272,163.77385601674226,355.50668284556184",818.png,4,maritime vessels
"212.45956649084644,318.5147675312127,230.64423272147678,278.0576082772434,435.6470114401037,370.20216751206505,417.46234520947337,410.6593267660344",818.png,4,maritime vessels
"147.55744398196515,977.7478747280747,189.68470816662247,842.71107802682,671.7321635707226,993.0948326731686,629.6048993860653,1128.1316293744233",818.png,2,oil tanker
"812.5176545919708,1141.272140862303,832.2161104350084,1084.8735365151892,1072.899562485593,1168.9375378721822,1053.2011066425553,1225.336142219296",818.png,4,maritime vessels
"1176.39289039582,789.2265365085993,1205.5657455955973,725.2569102995868,1449.5013190196792,836.5018492386364,1420.3284638199018,900.4714754476489",818.png,2,oil tanker
"1485.0072885792902,951.1850338181611,1508.395482274983,899.899892265446,1748.0006464816765,1009.1699814431123,1724.6124527859838,1060.4551229958272",818.png,2,oil tanker
"1820.9873738472852,1124.22899279423,1852.2572507894276,1056.4618453420835,2154.3083705062963,1195.8376594185495,2123.038493564154,1263.604806870696",818.png,2,oil tanker
"1264.6774279526137,2069.9825330425742,1298.8364701113267,2131.984483863524,999.3959881333254,2296.956713164021,965.2369459746126,2234.9547623430713",818.png,1,container
"2593.632658166115,2715.176475060548,2639.2264113707365,2612.845348701982,3161.3514967479905,2845.4787920320005,3115.757743543369,2947.8099183905665",818.png,1,container
"2634.2556833190847,1157.065418457219,2671.344014270591,1176.078198128098,2588.4208101605054,1337.8369357157794,2551.3324792089993,1318.8241560449005",818.png,1,container
"2476.71359781975,805.5256502880991,2499.4151442015045,758.7538398777551,2683.0706861412705,847.8943877212871,2660.3691397595157,894.6661981316311",818.png,2,oil tanker
"2423.544633351513,919.9098193170022,2446.5250231191603,870.4721109777946,2686.650041494745,982.0906851514309,2663.6696517270975,1031.5283934906386",818.png,2,oil tanker
"1436.3744373703441,61.443020595232085,1453.7749386932496,24.576949613177447,1594.6229855792378,91.05614202186378,1577.2224842563323,127.92221300391842",818.png,4,maritime vessels
"1248.0938391563313,35.20942606134443,1262.6462140066446,4.377619883272089,1367.370859071617,53.806845088227846,1352.8184842213036,84.63865126630019",818.png,4,maritime vessels
"2800.7501007223545,473.8326419410589,2842.534687421063,495.667084721176,2769.608027055936,635.2268799200172,2727.8234403572274,613.3924371399",818.png,4,maritime vessels
"2017.214644316934,2472.7480844555225,2086.071025386448,2318.206057608217,2602.67152255967,2548.3780141932425,2533.815141490156,2702.920041040548",818.png,1,container
"495.2788377383869,2009.7198355217688,518.798877829501,1959.2134377361199,787.491820622862,2084.339541829312,763.971780531748,2134.845939614961",819.png,1,container
"654.7535932100328,2099.7171365141394,666.8653711033004,2073.7085808399543,740.7075936182226,2108.0957497950412,728.5958157249551,2134.1043054692263",819.png,4,maritime vessels
"269.93983218034015,1905.670174612241,294.4340943138769,1853.0717546269898,502.94259714733374,1950.1709056453299,478.44833501379696,2002.769325630581",819.png,1,container
"61.804276051775744,1805.0419336270104,82.5882764363994,1760.4108451196626,283.9461862218366,1854.180076711192,263.162185837213,1898.8111652185398",819.png,1,container
"204.35020812554959,1484.1086826051921,252.3226705818072,1509.3380446202816,148.9762661457613,1705.8464424082324,101.00380368950368,1680.617080393143",819.png,1,container
"306.7506487441297,1297.3047794701565,355.03219622901247,1323.5226200401657,256.37087981315375,1505.212680315471,208.08933232827098,1478.9948397454618",819.png,1,container
"419.9047815985577,1085.648287027809,462.0687799951173,1107.1198260965107,362.71353328743504,1302.2252840456783,320.5495348908754,1280.7537449769766",819.png,1,container
"2734.1602882401085,1213.137257485229,2787.3163284498637,1174.3477146283196,2953.5798896299248,1402.1903725350307,2900.4238494201695,1440.97991539194",820.png,4,maritime vessels
"185.73705127299115,1793.129020377336,212.78682311276953,1774.804981388469,267.9238632862972,1856.1977549751637,240.87409144651883,1874.5217939640306",821.png,4,maritime vessels
"507.0909977333357,1945.3676541373663,521.9146401828516,1979.2502654526525,426.8811726051682,2020.8274075153038,412.05753015565233,1986.9447962000177",821.png,4,maritime vessels
"1138.4244871051683,1449.1997491002094,1184.95229733734,1423.091140004477,1279.077737772061,1590.8308543074545,1232.5499275398893,1616.939463403187",821.png,4,maritime vessels
"423.60344449430715,1066.7335436594017,495.71048149821894,1075.8899928033497,460.8422249088725,1350.4775134266297,388.7351879049607,1341.3210642826816",821.png,2,oil tanker
"522.8036553262926,1115.5981644244773,585.0378580204816,1080.0313637730947,726.730874879334,1327.9634737758581,664.496672185145,1363.5302744272408",821.png,2,oil tanker
"1560.3248795221607,863.749166451559,1591.5903235357464,843.3879392539523,1646.1599678129915,927.181717567669,1614.8945237994058,947.5429447652757",821.png,4,maritime vessels
"1666.5812185217205,768.176780140841,1732.376530660371,728.3528798142403,1912.650350152407,1026.1934259845125,1846.8550380137567,1066.0173263111133",821.png,1,container
"1407.5493691505394,352.5298980776688,1471.091415847534,313.6380508353878,1624.2849227990596,563.9277558151944,1560.7428761020649,602.8196030574754",821.png,2,oil tanker
"968.49681199297,1146.0805819682728,1013.0162787779745,1123.6713228526746,1098.0757262725772,1292.6550999580495,1053.5562594875728,1315.0643590736477",821.png,4,maritime vessels
"921.1594589664637,1155.297332612014,967.3709844619251,1131.632899165113,1059.5309628199684,1311.601424467442,1013.319437324507,1335.265857914343",821.png,4,maritime vessels
"531.610009019502,2619.533354964592,565.0700709305373,2618.4244750737375,567.5716708770755,2693.9093763494884,534.1116089660401,2695.018256240343",823.png,4,maritime vessels
"571.4906008211063,2906.3795219045837,603.5543424496295,2905.4546062759914,605.5016356261559,2972.9607693864077,573.4378939976327,2973.885685015",823.png,4,maritime vessels
"962.0318831682612,2888.847388021427,962.4577812414129,2915.437488034391,888.6023944342073,2916.6204421006687,888.1764963610556,2890.0303420877044",823.png,4,maritime vessels
"948.9684656663109,2897.964315534498,949.2460589908857,2876.8604872149253,1011.6163403414588,2877.680886883298,1011.338747016884,2898.7847152028708",823.png,4,maritime vessels
"2241.3151871381074,2881.674151857937,2251.1336688832716,2918.040398592622,2160.5338351715923,2942.501345027456,2150.715353426428,2906.135098292771",823.png,4,maritime vessels
"2340.143058884297,2858.9648927593958,2350.3689631803218,2896.840174128398,2254.9375610539637,2922.605590244311,2244.7116567579387,2884.7303088753088",823.png,4,maritime vessels
"2409.5753696980537,2961.848430315617,2423.8387924528074,2932.4986950347566,2528.4094657253845,2983.3180876583297,2514.146042970631,3012.66782293919",823.png,4,maritime vessels
"2424.089503296564,2934.97313706071,2439.516962149451,2905.787466249892,2538.9293313987287,2958.3365491886593,2523.5018725458417,2987.5222199994773",823.png,4,maritime vessels
"978.9153963930829,2902.7865483430187,988.0065398494158,2882.442240176392,1062.6764400006953,2915.8095470705584,1053.5852965443623,2936.1538552371853",824.png,4,maritime vessels
"737.4780314915197,2785.307891339565,747.7044358288903,2765.717251037211,820.8111500411496,2803.8792920819515,810.584745703779,2823.469932384305",824.png,4,maritime vessels
"652.1662588960055,2754.1867783497105,665.2012884386435,2728.752970299662,731.5614378963189,2762.7630763338243,718.526408353681,2788.1968843838727",824.png,4,maritime vessels
"883.6206367188141,2104.0929037774963,970.9670264245307,2131.1954003619676,889.1028986575876,2395.0285119929817,801.7565089518711,2367.9260154085105",825.png,2,oil tanker
"1544.6523309234012,2069.607936191299,1559.3749380189736,2045.1707626875063,1700.4873184476187,2130.186410387084,1685.7647113520463,2154.6235838908765",826.png,4,maritime vessels
"1115.8438904103625,2123.6293589369775,1143.6775357299853,2102.902176248247,1202.587348884759,2182.0096396126105,1174.7537035651362,2202.736822301341",826.png,4,maritime vessels
"1247.3391565339307,2267.620191696583,1274.7182027835893,2246.2961268316158,1341.8332336686572,2332.4685121758566,1314.4541874189986,2353.7925770408237",826.png,4,maritime vessels
"1310.162704472123,2350.9662430607536,1334.6487003626055,2331.895419340644,1419.5003641327216,2440.840765428911,1395.0143682422392,2459.9115891490205",826.png,4,maritime vessels
"789.5066880569041,134.880687938091,789.9127937872111,174.2790351641463,669.602814339715,175.5191524661849,669.196708609408,136.12080524012958",826.png,4,maritime vessels
"764.916403054498,52.59039463638094,797.3716693861335,50.55718171296423,801.6764626197091,119.2726661018483,769.2211962880737,121.30587902526503",826.png,4,maritime vessels
"2298.2482639572095,686.40514006564,2316.2511525482655,627.8355866587717,2564.0718584624688,704.0097812635603,2546.0689698714127,762.5793346704286",826.png,1,container
"2760.2793540827543,825.0638817656337,2777.1699544933213,769.650859369015,3039.8043275084538,849.7051869768355,3022.9137270978867,905.1182093734542",826.png,1,container
"762.9232658361428,570.7911444477118,782.9349067202958,528.8810508231993,1035.4844455696116,649.4708715520887,1015.4728046854588,691.3809651766012",827.png,1,container
"487.5110358901618,442.9053789311918,505.91462311191106,403.63994168119115,712.4141441839713,500.42561919963117,694.010556962222,539.6910564496319",827.png,4,maritime vessels
"32.996164820009994,221.70313784276624,46.689773604580196,193.24888582291504,131.23471487296558,233.93613880837546,117.54110608839538,262.39039082822666",827.png,4,maritime vessels
"2587.007661391629,985.1352169310691,2602.2376717512625,950.7689594982735,2700.125811325218,994.1498072007611,2684.8958009655844,1028.5160646335567",827.png,4,maritime vessels
"121.40380439482895,265.8445033989951,135.8255590871774,235.07460527619384,228.0992264575675,278.3229836123251,213.67747176521908,309.09288173512635",827.png,4,maritime vessels
"1488.2080652091418,947.3697039022854,1506.1926437763627,905.7979790697962,1737.4425106044155,1005.840289447503,1719.4579320371945,1047.4120142799923",827.png,1,container
"1867.0021794369486,1115.2954224312919,1884.2111688044226,1078.507597046186,2090.1675960532275,1174.8520243012579,2072.9586066857532,1211.6398496863637",827.png,1,container
"2290.5777164426863,1307.5723983523253,2306.3385075134706,1274.7872113065507,2473.5197749099543,1355.1560993261942,2457.75898383917,1387.9412863719688",827.png,1,container
"2659.7249658036776,1167.3321311841353,2698.1391002582595,1185.9427056402392,2618.4609285247393,1350.4066242197553,2580.0467940701574,1331.7960497636514",827.png,1,container
"241.78849969483704,973.8901974606475,259.68416328732656,915.2777946816234,554.654693502799,1005.3388249099129,536.7590299103094,1063.951227688937",827.png,1,container
"820.237108093052,1141.5251017211863,844.2599828569822,1070.2797630297966,1129.3827533732087,1166.418945385651,1105.3598786092784,1237.6642840770407",827.png,1,container
"1325.432089767276,1295.7220735945718,1349.4428205399988,1216.291082237598,1633.6381441607891,1302.1988278888987,1609.6274133880663,1381.6298192458726",827.png,1,container
"1369.3873085742775,2136.1249839044985,1398.6996089000368,2070.6720512745464,1716.7835358967136,2213.122071805129,1687.4712355709544,2278.575004435081",827.png,1,container
"2987.977983471652,192.18300299454813,3012.9562484106173,205.1350102036097,2970.845503916671,286.3466182400048,2945.8672389777057,273.39461103094317",827.png,4,maritime vessels
"2933.576103203837,291.6407869600796,2960.280006134423,304.92696526279906,2925.5078852914503,374.8154853868484,2898.8039823608647,361.52930708412896",827.png,4,maritime vessels
"2838.152386230222,450.58012205176504,2889.4183923024716,475.31418855662093,2800.394232707584,659.8335075077695,2749.128226635334,635.0994410029135",827.png,4,maritime vessels
"1285.4838923778757,46.18281429418839,1296.5368162341458,22.982455494388006,1394.5207375806253,69.66314828568666,1383.4678137243552,92.86350708548704",827.png,4,maritime vessels
"1195.101554253801,3.884524700599764,1203.9783092949506,-17.0570975896132,1278.5306017859873,14.544200009396695,1269.6538467448377,35.48582229960966",827.png,4,maritime vessels
"1128.6975686633702,2284.1166534123113,1141.5353529434813,2257.0897391358812,1226.6870383783064,2297.536789713664,1213.8492540981954,2324.563703990094",828.png,4,maritime vessels
"847.5438855283597,2171.457572439166,870.3512475148045,2123.2068217048336,1092.3345316706739,2228.1347873764707,1069.5271696842292,2276.3855381108033",828.png,1,container
"675.8163829777543,2085.5334362677595,694.4754624075433,2045.8504343393004,859.031906599849,2123.225421453514,840.37282717006,2162.9084233819735",828.png,4,maritime vessels
"515.5567442283528,2008.353366816572,533.6514384146649,1969.8706652989426,699.0296181913844,2047.6320352167431,680.9349240050724,2086.1147367343724",828.png,4,maritime vessels
"307.01313945521935,1912.7164779009768,325.6328780674065,1873.1171436446891,526.274990092588,1967.4597317378934,507.6552514804008,2007.059065994181",828.png,1,container
"189.2734614191615,1554.6035716932433,237.95433184514283,1580.5091802197717,141.75641996363612,1761.2807717752462,93.07554953765478,1735.3751632487179",828.png,1,container
"323.1960006481446,1292.9048057110956,379.82345402798273,1323.0392019590597,253.11188885040735,1561.1509328441355,196.4844354705692,1531.0165365961714",828.png,1,container
"411.52040564138514,1158.4463296946008,454.9443988647305,1179.5572418118545,386.9208853715798,1319.4778938684074,343.49689214823445,1298.3669817511536",828.png,4,maritime vessels
"483.0351056332567,957.7313878121369,525.0737166252502,979.06920021228,437.36379976085465,1151.870563634975,395.32518876886115,1130.532751234832",828.png,1,container
"510.9218167392702,978.3014495306095,551.0122065946816,998.9119000491927,468.37964697519953,1159.6445112509057,428.2892571197881,1139.0340607323226",828.png,1,container
"581.5588479672937,865.1010432363291,613.3325365215917,880.7260287472201,568.9156441009487,971.048576908277,537.1419555466507,955.4235913973861",828.png,4,maritime vessels
"712.2694251831624,569.2275577959513,769.0737536690626,599.4560784343719,645.1653507982203,832.3002094135304,588.3610223123201,802.0716887751098",828.png,1,container
"787.2993173898633,502.76832439846,814.558503543004,517.3272079117721,778.5453537805349,584.7560840641538,751.2861676273942,570.1972005508417",828.png,4,maritime vessels
"37.35469155194541,100.63244217938113,70.01115420966342,119.35365744583594,25.599593898916382,196.82322553833222,-7.0568687588016275,178.10201027187742",828.png,4,maritime vessels
"1638.3243640815883,488.48621122306247,1713.2223888571227,501.68368243281,1663.4744590591242,784.012139098813,1588.5764342835898,770.8146678890655",829.png,2,oil tanker
"2176.5460125916866,2513.6035501524693,2228.769431029906,2516.922687001853,2216.809967814072,2705.0933109196467,2164.5865493758524,2701.774174070263",830.png,2,oil tanker
"2759.9009049569077,1217.1365476910141,2805.1961666112,1184.1314366108654,2972.7234170666443,1414.040998956425,2927.4281554123518,1447.0461100365737",831.png,4,maritime vessels
"2800.8308327619375,1197.288301463444,2842.8163253279104,1166.6949061438397,3006.676635209133,1391.5720651026409,2964.69114264316,1422.1654604222451",831.png,2,oil tanker
"1167.018601318705,1476.1911563735282,1201.811882347026,1452.6473459764895,1287.119426424626,1578.7156970578928,1252.3261453963048,1602.2595074549315",832.png,1,container
"644.9182064556338,1930.4501454436304,662.3819855550787,1968.6812887922204,566.8220136773413,2012.3325660874234,549.3582345778964,1974.1014227388334",832.png,4,maritime vessels
"513.2541184235791,1987.3712214470463,531.5432732907627,2023.7761195068158,437.8766661786673,2070.8325095712576,419.5875113114837,2034.4276115114883",832.png,4,maritime vessels
"207.22640307919096,1798.9056701811849,232.5111143911272,1780.6866365217181,291.37050106330685,1862.37278013507,266.0857897513706,1880.5918137945366",832.png,4,maritime vessels
"-57.25460508122828,1436.7443930020634,-14.308369732586954,1405.367634478181,151.23864607921254,1631.956403898301,108.29241073057122,1663.3331624221835",832.png,2,oil tanker
"-20.094627484687493,1412.9900156114354,21.07051745167403,1382.9145316538013,187.31408088899943,1610.456685032771,146.1489359526379,1640.5321689904051",832.png,2,oil tanker
"430.30036131422105,1094.8972339328925,508.4127260000707,1103.1457670021966,479.7469731686723,1374.6061249042991,401.63460848282267,1366.357591834995",832.png,4,maritime vessels
"932.3443402842722,1155.3063224645934,979.1610181967251,1126.7595163928152,1109.637808421473,1340.7410682218892,1062.8211305090201,1369.2878742936675",832.png,4,maritime vessels
"986.0724449172628,1164.1520628657202,1027.256390380273,1138.2987775554682,1134.0301026915224,1308.3879051823494,1092.8461572285123,1334.2411904926014",832.png,4,maritime vessels
"1686.3327335497522,788.231351459867,1754.1089512108792,745.688887073712,1970.8587680875755,1091.0022810816347,1903.0825504264485,1133.5447454677899",832.png,2,oil tanker
"885.9299604946107,71.27863126038868,943.389702044736,77.28297477589602,921.128499579879,290.3159128351733,863.6687580297536,284.311569319666",833.png,2,oil tanker
"417.53295768481723,388.17629296905835,425.85347927966137,370.92043443816266,518.6775498073339,415.6788381979057,510.35702821248975,432.9346967288014",834.png,4,maritime vessels
"421.587973405665,364.26971475458475,429.90849500050916,347.01385622368906,522.7325655281817,391.7722599834321,514.4120439333376,409.0281185143278",834.png,4,maritime vessels
"525.6580130678851,401.7854279842683,549.5604898980112,406.90257795339426,536.6500413742801,467.20796250668826,512.7475645441541,462.09081253756233",834.png,4,maritime vessels
"547.9344124067089,412.3476716764414,572.8029806010768,416.3804124645264,561.8228509554971,484.09121194880635,536.9542827611292,480.05847116072135",834.png,4,maritime vessels
"572.5409471562762,423.5117578756511,597.0096362860124,429.51108571948316,582.6175507357209,488.21023942896187,558.1488616059846,482.2109115851298",834.png,4,maritime vessels
"646.4447656375033,455.736774518348,671.3133338318712,459.769515306433,660.3332041862915,527.480314790713,635.4646359919236,523.447574002628",834.png,4,maritime vessels
"685.124220636466,490.8714699603266,695.2976037232163,472.078970651501,789.7440747106795,523.207887287718,779.5706916239292,542.0003865965436",834.png,4,maritime vessels
"669.7146122926406,511.51822404021794,678.7961863170692,492.1744713674977,770.2664177057707,535.1182419709966,761.184843681342,554.4619946437167",834.png,4,maritime vessels
"2560.0799322769067,639.802693514388,2577.9154559863055,615.6084178726126,2730.1789819172004,727.853965828924,2712.3434582078016,752.0482414706994",834.png,4,maritime vessels
"622.0935166738853,443.15527972013064,646.9620848682532,447.18802050821563,635.9819552226735,514.8988199924956,611.1133870283056,510.8660792044106",834.png,4,maritime vessels
"597.8898297622048,431.1641078207381,622.7583979565727,435.1968486088231,611.778268310993,502.90764809310303,586.9097001166251,498.87490730501804",834.png,4,maritime vessels
"263.3646043177707,2885.2663980982647,268.94574116450707,2909.992132265801,32.909692581091946,2963.2706104287086,27.328555734355575,2938.5448762611722",834.png,4,maritime vessels
"2742.258416184319,1854.5481490786356,2781.115234703903,1833.4330290469957,2894.4738450505556,2042.0397025241905,2855.6170265309715,2063.1548225558304",835.png,2,oil tanker
"2504.3424563818553,2072.953456228326,2543.876307190729,2040.1153332646477,2746.3467843253984,2283.8697538537026,2706.8129335165245,2316.707876817381",835.png,1,container
"2407.767051508702,2122.2797800696117,2447.300902319714,2089.4416571041575,2617.095132604084,2293.857109707663,2577.561281793072,2326.695232673117",835.png,4,maritime vessels
"3047.936067560368,1438.0847828524459,3076.8548957875414,1467.802473737851,2826.1605229130723,1711.7577505671222,2797.241694685899,1682.0400596817171",835.png,1,container
"2430.681348909732,728.4449803744786,2432.301842592259,702.1119580341656,2679.238033185383,717.3080313018669,2677.617539502856,743.6410536421799",835.png,4,maritime vessels
"1841.2459093493542,1344.2217668539884,1877.6579574915716,1315.1748119054014,2068.008295472128,1553.7900362104365,2031.5962473299103,1582.8369911590235",835.png,1,container
"1815.0050022301896,1384.9288797005456,1855.542470449395,1352.5909565907543,2018.4374692749604,1556.7893157599465,1977.900001055755,1589.1272388697378",835.png,1,container
"824.8828035992323,2261.9684559653283,862.946525737918,2265.1313440515187,849.2539848730227,2429.9139910030894,811.1902627343369,2426.751102916899",835.png,1,container
"800.7755062809435,2166.8316088748393,829.4748761682658,2154.6708589226305,872.971796875767,2257.3235917927263,844.2724269884447,2269.484341744935",835.png,4,maritime vessels
"735.178784205191,2025.5410967124672,766.4745000737937,2012.0999879745946,823.2049427575109,2144.1887799004526,791.9092268889083,2157.629888638325",835.png,1,container
"2772.895736843053,1819.0135238529117,2812.7385184623054,1797.362623230131,2960.1713111261215,2068.6738570658395,2920.328529506869,2090.32475768862",835.png,2,oil tanker
"2803.7588536693047,1787.164057263283,2851.826622581745,1761.0436297834112,3003.757204683893,2040.63186075116,2955.6894357714527,2066.752288231032",835.png,2,oil tanker
"2560.5945041003856,866.0152340927891,2595.8835276452505,899.5909682823906,2410.7261970169743,1094.1964343355862,2375.4371734721094,1060.6207001459848",835.png,1,container
"2976.6154469120706,1153.6686561190302,3023.1586792002013,1191.6691432403732,2781.387790281305,1487.7916273424228,2734.8445579931745,1449.7911402210798",835.png,2,oil tanker
"819.0680850151905,1809.8809595785913,1036.6216782131498,1943.8067091516245,690.9086582426123,2505.394827565654,473.35506504465303,2371.469077992621",836.png,4,maritime vessels
"1592.0081938659098,863.6554813571809,1593.068432936609,835.564593851113,1721.3092400120256,840.4048081052913,1720.2490009413264,868.4956956113591",836.png,4,maritime vessels
"1475.9620565493897,869.5199203529174,1509.561122151899,904.0471369395872,1422.6150067856033,988.6559911384915,1389.015941183094,954.1287745518217",836.png,4,maritime vessels
"903.3302966439393,1538.2951465251083,939.0592189618669,1574.595731599547,689.4876675068111,1820.2370224056647,653.7587451888835,1783.936437331226",836.png,2,oil tanker
"876.4358873089052,1452.2984424712222,936.3908160022196,1511.838458163025,632.6696030698083,1817.6761952282613,572.7146743764939,1758.1361795364585",836.png,2,oil tanker
"572.0112208626701,1763.308490097469,602.404500864799,1800.7573529586714,500.30179342995916,1883.623318409856,469.90851342783026,1846.1744555486537",836.png,4,maritime vessels
"463.7707257810699,1853.941552199097,499.67747861485276,1889.3994706220071,349.6830477614211,2041.292565159057,313.7762949276383,2005.8346467361469",836.png,2,oil tanker
"290.4642168356699,2027.5983105499186,322.2993196669054,2060.7603418148724,102.33117676177386,2271.926792778971,70.49607393053836,2238.764761514017",836.png,2,oil tanker
"395.1315103113291,1144.1850254170784,427.68028691101364,1177.6329394919178,180.74148048862043,1417.9336059565373,148.1927038889359,1384.485691881698",836.png,2,oil tanker
"671.1753763805771,863.820455656265,711.7652532840732,907.2096344139255,459.8387748122897,1142.8827917007654,419.2488979087937,1099.493612943105",836.png,2,oil tanker
"619.6214086285368,840.405807132817,660.816433628538,883.2208612059537,410.64497084734967,1123.9263767462005,369.44994584734843,1081.1113226730638",836.png,2,oil tanker
"580.0843459285471,816.8991799931521,614.4108952463614,852.5756497898416,364.23943246517314,1093.2811653300885,329.9128831473588,1057.6046955333989",836.png,2,oil tanker
"235.53331937821926,797.4431076564567,270.6371168395352,832.3550810877998,25.82647520300057,1078.5108361408343,-9.277322258315365,1043.5988627094912",836.png,2,oil tanker
"1702.8103827828406,1247.317489465895,1723.9662916614793,1270.7162534236065,1576.6080125256278,1403.9497153084026,1555.4521036469891,1380.550951350691",836.png,1,container
"1262.6019219938291,1126.393582881558,1312.6681550943285,1173.051051174768,1094.199104571772,1407.4813108701678,1044.1328714712727,1360.8238425769578",836.png,4,maritime vessels
"1072.4313587689367,2825.2215853886037,1090.5510211480928,2873.109264536571,943.6370898174163,2928.6983196311185,925.5174274382601,2880.810640483151",837.png,4,maritime vessels
"1598.0456446024998,2623.229532394375,1612.8614441713805,2659.210759917105,1415.9047161374058,2740.310589111384,1401.088916568525,2704.329361588654",837.png,4,maritime vessels
"1978.4604382233663,2800.8405815885762,1995.8218232781223,2843.2056838744747,1723.0894370717763,2954.9724852827867,1705.7280520170202,2912.607382996888",837.png,1,container
"1517.0301206721513,2623.255192136542,1528.9227441154658,2652.26159078004,1423.284872291709,2695.573118225888,1411.3922488483945,2666.56671958239",837.png,4,maritime vessels
"1283.5722217397692,2740.5735222407775,1300.7108501425737,2782.1959055027705,1126.2817267081969,2854.019662214426,1109.1430983053924,2812.3972789524328",837.png,4,maritime vessels
"1200.6429385571869,2743.205682557351,1213.0653792129335,2773.3744670056,1103.8576920468327,2818.342338193759,1091.435251391086,2788.17355374551",837.png,4,maritime vessels
"728.1472323843049,2191.708566521114,740.5699939203444,2216.3932073938327,643.7592697074757,2265.114051550692,631.3365081714362,2240.429410677973",837.png,4,maritime vessels
"708.828759859617,1356.1437977964063,724.6830072937472,1390.1444730185442,617.0428351478253,1440.3362386792057,601.188587713695,1406.3355634570678",838.png,4,maritime vessels
"722.6185978444336,1424.6512896532065,737.9498113303227,1458.7206529528135,634.2590285016182,1505.381505228975,618.927815015729,1471.312141929368",838.png,4,maritime vessels
"745.795808803758,1453.6892360888733,761.537995012127,1488.6718721050388,652.9996176250651,1537.5141419326128,637.257431416696,1502.5315059164473",838.png,4,maritime vessels
"583.2225937704139,2344.5734296694422,621.4545263022302,2330.8099339579644,683.9652585527327,2504.4508568757215,645.7333260209165,2518.2143525871993",838.png,1,container
"801.175496573133,1887.8066454048023,813.9328526702124,1930.086330080303,489.67799917201603,2027.926100268556,476.9206430749367,1985.6464155930553",838.png,2,oil tanker
"695.7515242049894,1293.6514970774494,711.120268095805,1327.691359580205,603.1198594984087,1376.4527380876082,587.7511156075931,1342.4128755848526",838.png,4,maritime vessels
"-78.17141611303188,427.40031553829203,55.36235507029468,404.63011343157217,139.72603988973603,899.3732400873064,6.192268706409475,922.1434421940262",838.png,4,maritime vessels
"2711.55717418128,2700.5054804108677,2786.4253144066774,2618.0074660205823,3041.971061285587,2849.918924165775,2967.1029210601896,2932.4169385560604",839.png,4,maritime vessels
"2252.8576411210215,521.4954579449486,2269.7368264984416,550.6015708360906,2140.6607875070367,625.4552071862081,2123.7816021296167,596.3490942950662",839.png,4,maritime vessels
"1827.0689628046678,811.7657179083866,1831.3011650527264,836.8596652670093,1702.5636910043247,858.5717944625709,1698.331488756266,833.4778471039482",839.png,4,maritime vessels
"856.0751590393593,364.2478253658749,897.0573018485892,357.21538665879865,928.5144091224211,540.5343911122924,887.5322663131911,547.5668298193688",839.png,1,container
